--------- beginning of main
03-04 14:59:26.587  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-32 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 14:59:41.278 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.278 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.278 18624 18642 I Unity   : 
03-04 14:59:41.311 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.311 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.311 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.311 18624 18642 I Unity   : 
03-04 14:59:41.345 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.345 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.345 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.345 18624 18642 I Unity   : 
03-04 14:59:41.357  1140  1140 W [06:59:41.354742][dhd][wlan]dhdpcie_bus_suspend: .. [06:59:41.355181][dhd][wlan]base_addr0=0x60800004
03-04 14:59:41.375  1140  1140 W [06:59:41.372822][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 14:59:41.375  1140  1140 W [06:59:41.372922][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 14:59:41.378 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.378 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.378 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.378 18624 18642 I Unity   : 
03-04 14:59:41.394  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 14:59:41.413 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.413 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.413 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.413 18624 18642 I Unity   : 
03-04 14:59:41.445 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.445 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.445 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.445 18624 18642 I Unity   : 
03-04 14:59:41.441  1318  1318 D AOC     : A3:MSG: tmd3743_device.cc, 997: USF: TMD3743: C/G switch 1 -> 0 d_lux:298.99 w_lux: 210.08 C:5.97 G:2.64
03-04 14:59:41.454   928   973 D CHRE    : @ 6507.352: Parsed nanoapp message from host: app ID 0x476f6f676c00103b endpoint 0x8005 msgType 1 payload size 8
03-04 14:59:41.463  1532  1563 I pixel-thermal: rfpa_therm:28.782 raw data: rfpa_therm:28782 
03-04 14:59:41.478 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.478 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.478 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.478 18624 18642 I Unity   : 
03-04 14:59:41.486   928   973 D CHRE    : @ 6507.381: Parsed nanoapp message from host: app ID 0x476f6f676c00103b endpoint 0x8005 msgType 1 payload size 7
03-04 14:59:41.486   928   973 D CHRE    : @ 6507.385: Parsed nanoapp message from host: app ID 0x476f6f676c00103b endpoint 0x8005 msgType 1 payload size 5
03-04 14:59:41.486  2657  2662 I deeptouch: I0000 00:00:1772607581.485431    2662 tf_lite_classifier.cc:415] Event stream classified as kNone
03-04 14:59:41.507  1318  1318 D AOC     : A3:MSG: tmd3743_device.cc, 997: USF: TMD3743: C/G switch 0 -> 1 d_lux:199.68 w_lux: 147.38 C:4.43 G:1.79
03-04 14:59:41.512 18624 18642 I Unity   : AuthManager.OnAchievementUnlockButtonClicked 
03-04 14:59:41.512 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.512 18624 18642 I Unity   : AuthManager:OnAchievementUnlockButtonClicked()
03-04 14:59:41.512 18624 18642 I Unity   : UnityEngine.Events.UnityEvent:Invoke()
03-04 14:59:41.512 18624 18642 I Unity   : UnityEngine.EventSystems.ExecuteEvents:Execute(GameObject, BaseEventData, EventFunction`1)
03-04 14:59:41.512 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:ProcessPointerButton(ButtonState&, PointerEventData)
03-04 14:59:41.512 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:ProcessPointer(PointerModel&)
03-04 14:59:41.512 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:Process()
03-04 14:59:41.512 18624 18642 I Unity   : 
03-04 14:59:41.514 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.514 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.514 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.514 18624 18642 I Unity   : 
03-04 14:59:41.545 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.545 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.545 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.545 18624 18642 I Unity   : 
03-04 14:59:41.578 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.578 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.578 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.578 18624 18642 I Unity   : 
03-04 14:59:41.585  1318  1318 D AOC     : A3:MSG: tmd3743_device.cc, 997: USF: TMD3743: C/G switch 1 -> 0 d_lux:183.61 w_lux: 126.58 C:3.85 G:1.60
03-04 14:59:41.610 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.610 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.610 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.610 18624 18642 I Unity   : 
03-04 14:59:41.645 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.645 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.645 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.645 18624 18642 I Unity   : 
03-04 14:59:41.676 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.676 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.676 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.676 18624 18642 I Unity   : 
03-04 14:59:41.686  1318  1318 D AOC     : A3:MSG: tmd3743_device.cc, 997: USF: TMD3743: C/G switch 0 -> 1 d_lux:351.59 w_lux: 252.98 C:8.45 G:3.20
03-04 14:59:41.708  1532  1563 I pixel-thermal: VIRTUAL-SKIN-MODEL: model_input: [30360.00 27269.00 27808.00 28652.00 29075.00 28850.00 30009.00 26963.00 ]
03-04 14:59:41.709  1532  1563 I native  : I0000 00:00:1772607581.708902    1563 thermal_tflite_wrapper.cc:261] ThermalTfliteInvoke
03-04 14:59:41.709  1532  1563 I pixel-thermal: VIRTUAL-SKIN-MODEL: model_output: [28567.7 ]
03-04 14:59:41.709  1532  1563 I pixel-thermal: VIRTUAL-SKIN-MODEL: predicted_value: [28567.7 ]
03-04 14:59:41.710  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:28388.1 raw data: BG_TASKS_THROTTLING_TRIGGER:28388.1 VIRTUAL-SKIN:28388.1 VIRTUAL-SKIN-EQ:28388.1 VIRTUAL-SKIN-LEGACY:28585.4 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:17.6797 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:28567.7 VIRTUAL-SKIN-MODEL-CLAMPED:28567.7 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-17.6797 VIRTUAL-SKIN-MODEL-UPDATED:28388.1 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:28567.7 VIRTUAL-SKIN-SUB-0:28585.4 VIRTUAL-SKIN-SUB-1:28507.3 VIRTUAL-SKIN-SUB-2:28239.1 VIRTUAL-SKIN-SUB-3:28400.8 VIRTUAL-SKIN-SUB-4:28351 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:30360 disp0_therm:27269 flash_therm:27808 north_therm:28652 quiet_therm:29075 rfpa_therm:28850 soc_therm:30009 usb_pwr_therm:26963 
03-04 14:59:41.711 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.711 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.711 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.711 18624 18642 I Unity   : 
03-04 14:59:41.743 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.743 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.743 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.743 18624 18642 I Unity   : 
03-04 14:59:41.776 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.776 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.776 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.776 18624 18642 I Unity   : 
03-04 14:59:41.810 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.810 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.810 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.810 18624 18642 I Unity   : 
03-04 14:59:41.843 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.843 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.843 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.843 18624 18642 I Unity   : 
03-04 14:59:41.877 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.877 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.877 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.877 18624 18642 I Unity   : 
03-04 14:59:41.909 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.909 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.909 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.909 18624 18642 I Unity   : 
03-04 14:59:41.942 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.942 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.942 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.942 18624 18642 I Unity   : 
03-04 14:59:41.977 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:41.977 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:41.977 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:41.977 18624 18642 I Unity   : 
03-04 14:59:42.011 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.011 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.011 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.011 18624 18642 I Unity   : 
03-04 14:59:42.044 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.044 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.044 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.044 18624 18642 I Unity   : 
03-04 14:59:42.076 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.076 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.076 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.076 18624 18642 I Unity   : 
03-04 14:59:42.109 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.109 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.109 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.109 18624 18642 I Unity   : 
03-04 14:59:42.143 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.143 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.143 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.143 18624 18642 I Unity   : 
03-04 14:59:42.153   999  1084 I WifiHAL : Creating message to get link statistics; iface = 47
03-04 14:59:42.159  1140  1140 W [06:59:42.156357][dhd][wlan]dhdpcie_bus_suspend: .. [06:59:42.156615][dhd][wlan]base_addr0=0xffffffff
03-04 14:59:42.175 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.175 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.175 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.175 18624 18642 I Unity   : 
03-04 14:59:42.194  1140  1140 I google-pcie 3c500000.pcie: Link up
03-04 14:59:42.195  1140  1140 I dhdpcie 0001: 01:00.0: enabling device (0000 -> 0002)
03-04 14:59:42.196  1140  1140 W [06:59:42.193346][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 1
03-04 14:59:42.196  1140  1140 W [06:59:42.193373][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 1e (support_l1ss = 1)
03-04 14:59:42.196  1140  1140 W [06:59:42.193474][dhd][wlan]dhd_bus_dump_dar_registers: dar_clk_ctrl(0xa08:0x10040) dar_pwr_ctrl(0xa0c:0x10000) dar_intstat(0xa10:0x4000000)
03-04 14:59:42.196  1140  1140 W [06:59:42.193511][dhd][wlan]dhd_bus_dump_dar_registers: dar_errlog(0xa60:0x0) dar_erraddr(0xa64:0x0) dar_pcie_mbint(0xa68:0x0)
03-04 14:59:42.212     0     0 W [    C6] [06: 59:42.209849][dhd][wlan]D2H_MB_DATA: D0 ACK
03-04 14:59:42.208 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.208 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.208 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.208 18624 18642 I Unity   : 
03-04 14:59:42.222   928   973 D CHRE    : @ 6508.122: Parsed nanoapp message from host: app ID 0x476f6f676c00103b endpoint 0x8005 msgType 1 payload size 7
03-04 14:59:42.242 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.242 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.242 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.242 18624 18642 I Unity   : 
03-04 14:59:42.276 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.276 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.276 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.276 18624 18642 I Unity   : 
03-04 14:59:42.281  2657  2662 I deeptouch: I0000 00:00:1772607582.281617    2662 tf_lite_classifier.cc:415] Event stream classified as kNone
03-04 14:59:42.286   928   973 D CHRE    : @ 6508.183: Parsed nanoapp message from host: app ID 0x476f6f676c00103b endpoint 0x8005 msgType 1 payload size 5
03-04 14:59:42.294  1084  1084 W [06:59:42.291561][cfg80211][wlan] wl_update_ml_link_stat: num_rate 36
03-04 14:59:42.299   999  1084 E libbinder.IPCThreadState: binder thread pool (1 threads) starved for 146 ms
03-04 14:59:42.301   999  1084 I WifiHAL : Getting cached scan results, iface handle = 0xb40000766945c690
03-04 14:59:42.301   999  1084 E WifiHAL : Creating message to get cached scan results
03-04 14:59:42.306   999  1084 I WifiHAL : In GetCachedScanResultsCommand::handleResponse
03-04 14:59:42.309 18624 18642 I Unity   : AuthManager.OnIncButtonClicked 
03-04 14:59:42.309 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.309 18624 18642 I Unity   : AuthManager:OnIncButtonClicked()
03-04 14:59:42.309 18624 18642 I Unity   : UnityEngine.Events.UnityEvent:Invoke()
03-04 14:59:42.309 18624 18642 I Unity   : UnityEngine.EventSystems.ExecuteEvents:Execute(GameObject, BaseEventData, EventFunction`1)
03-04 14:59:42.309 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:ProcessPointerButton(ButtonState&, PointerEventData)
03-04 14:59:42.309 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:ProcessPointer(PointerModel&)
03-04 14:59:42.309 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:Process()
03-04 14:59:42.309 18624 18642 I Unity   : 
03-04 14:59:42.311 18624 18642 I Unity   : AuthManager.PostScore 
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.311 18624 18642 I Unity   : <PostScore>d__44:MoveNext()
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
03-04 14:59:42.311 18624 18642 I Unity   : AuthManager:OnIncButtonClicked()
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.Events.UnityEvent:Invoke()
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.EventSystems.ExecuteEvents:Execute(GameObject, BaseEventData, EventFunction`1)
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:ProcessPointerButton(ButtonState&, PointerEventData)
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:ProcessPointer(PointerModel&)
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.InputSystem.UI.InputSystemUIInputModule:Process()
03-04 14:59:42.311 18624 18642 I Unity   : 
03-04 14:59:42.311 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.311 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.311 18624 18642 I Unity   : AuthManager:Update()
03-04 14:59:42.311 18624 18642 I Unity   : 
03-04 14:59:42.330  2737  2737 W [06:59:42.328026][cfg80211][wlan] wl_cfgvif_get_channel: [wlan0] freq:2437 width:1 chanspec:0x1006
03-04 14:59:42.331  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-29 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 14:59:42.334  1678  2517 D WifiDataStall: tx tput in kbps: 125043
03-04 14:59:42.334  1678  2517 D WifiDataStall: rx tput in kbps: 162000
03-04 14:59:42.334  1678  2517 V WifiConfigManager: Updating scan detail cache freq=2437 BSSID=ba:1f:67:91:57:61 RSSI=-29 for "CPH2791 356E"WPA_PSK
03-04 14:59:42.335  1678  2517 D WifiDataStall:  use default cca Level
03-04 14:59:42.335  1678  2517 D WifiDataStall:  ccaLevel = 40
03-04 14:59:42.335  1678  2517 D WifiDataStall: L2 txTputKbps: 125043, rxTputKbps: 162000, L3 txTputKbps: 0, rxTputKbps: 0, TxTrafficHigh: false, RxTrafficHigh: false, Throughput Sufficient: true
03-04 14:59:42.337  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 14:59:42.337  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -29 Nss: 2 Mode: 4 symDur: 3600 snrDb 51 bitPerTone: 5000 rate: 144 throughput: 90
03-04 14:59:42.337  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 14:59:42.337  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -29 Nss: 2 Mode: 4 symDur: 3600 snrDb 51 bitPerTone: 5000 rate: 144 throughput: 90
03-04 14:59:42.341  1678  2517 D WifiScoreCard: BSSID update SIGNAL_POLL ID: 1184386015 SSID: "CPH2791 356E", BSSID: ba:1f:67:91:57:61, MAC: 16:78:c4:12:c4:32, IP: /10.222.68.90, Security type: 2, Supplicant state: COMPLETED, Wi-Fi standard: 11n, RSSI: -29, Link speed: 156Mbps, Tx Link speed: 156Mbps, Max Supported Tx Link speed: 144Mbps, Calculated Tx : 125Mbps, Rx Link speed: 192Mbps, Max Supported Rx Link speed: 144Mbps, Calculated Rx : 162Mbps, Frequency: 2437MHz, Net ID: 1, Metered hint: true, score: 60, isUsable: true, CarrierMerged: false, SubscriptionId: -1, IsPrimary: 1, Trusted: true, Restricted: false, Ephemeral: false, OEM paid: false, OEM private: false, OSU AP: false, FQDN: <none>, Provider friendly name: <none>, Requesting package name: <none>"CPH2791 356E"wpa2-pskMLO Information: , Is TID-To-Link negotiation supported by the AP: false, AP MLD Address: <none>, AP MLO Link Id: <none>, AP MLO Affiliated links: <none>, Vendor Data: <none>
03-04 14:59:42.341 18624 18642 I Unity   : AuthManager.Update 
03-04 14:59:42.341 18624 18642 I Unity   : UnityEngine.DebugLogHandler:Internal_Log(LogType, LogOption, String, Object)
03-04 14:59:42.341 18624 18642 I Unity   : AuthManager:Update()
